year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,9,1,753,759,-6,1008,1024,-16,DL,2047,N673DL,LGA,ATL,107,762,7,59,2013-09-01T11:00:00Z
2013,9,1,755,800,-5,1053,1053,0,B6,901,N763JB,JFK,FLL,141,1069,8,0,2013-09-01T12:00:00Z
2013,9,1,755,800,-5,852,909,-17,B6,1491,N316JB,JFK,ACK,42,199,8,0,2013-09-01T12:00:00Z
2013,9,1,758,805,-7,927,950,-23,9E,3611,N8458A,JFK,PIT,60,340,8,5,2013-09-01T12:00:00Z
2013,9,1,758,800,-2,924,938,-14,B6,885,N238JB,JFK,RDU,67,427,8,0,2013-09-01T12:00:00Z
2013,9,1,759,800,-1,1139,1155,-16,AA,655,N5FKAA,JFK,STT,199,1623,8,0,2013-09-01T12:00:00Z
2013,9,1,759,800,-1,1002,1021,-19,B6,677,N323JB,JFK,JAX,108,828,8,0,2013-09-01T12:00:00Z
2013,9,1,804,800,4,1025,1019,6,DL,27,N388DA,JFK,ATL,104,760,8,0,2013-09-01T12:00:00Z
2013,9,1,804,755,9,1138,1154,-16,UA,1216,N87513,EWR,SJU,198,1608,7,55,2013-09-01T11:00:00Z
2013,9,1,805,806,-1,906,918,-12,EV,4148,N21537,EWR,BOS,41,200,8,6,2013-09-01T12:00:00Z
2013,9,1,809,814,-5,948,1007,-19,US,2019,N419US,EWR,CLT,76,529,8,14,2013-09-01T12:00:00Z
2013,9,1,810,752,18,1054,1041,13,B6,163,N216JB,JFK,SRQ,149,1041,7,52,2013-09-01T11:00:00Z
2013,9,1,813,815,-2,1001,1030,-29,9E,3538,N605LR,JFK,MSP,145,1029,8,15,2013-09-01T12:00:00Z
2013,9,1,813,815,-2,1033,1057,-24,B6,281,N267JB,JFK,HOU,183,1428,8,15,2013-09-01T12:00:00Z
2013,9,1,813,815,-2,1037,1033,4,DL,1429,N642DL,JFK,LAS,295,2248,8,15,2013-09-01T12:00:00Z
2013,9,1,815,823,-8,929,934,-5,EV,4240,N33182,EWR,BUF,50,282,8,23,2013-09-01T12:00:00Z
2013,9,1,815,818,-3,1105,1124,-19,UA,387,N832UA,EWR,PDX,326,2434,8,18,2013-09-01T12:00:00Z
2013,9,1,817,820,-3,1201,1230,-29,AA,1357,N5FFAA,JFK,SJU,199,1598,8,20,2013-09-01T12:00:00Z
2013,9,1,820,825,-5,928,935,-7,AA,1838,N3ABAA,JFK,BOS,41,187,8,25,2013-09-01T12:00:00Z
2013,9,1,820,823,-3,956,1018,-22,US,451,N534UW,JFK,CLT,75,541,8,23,2013-09-01T12:00:00Z
2013,9,1,821,829,-8,946,1012,-26,EV,4711,N15986,EWR,STL,124,872,8,29,2013-09-01T12:00:00Z
2013,9,1,822,830,-8,954,1018,-24,EV,4537,N12900,EWR,MEM,136,946,8,30,2013-09-01T12:00:00Z
2013,9,1,822,829,-7,1108,1139,-31,AA,1938,N3KNAA,LGA,MIA,146,1096,8,29,2013-09-01T12:00:00Z
2013,9,1,824,825,-1,1039,1107,-28,DL,1959,N37700,JFK,MCO,116,944,8,25,2013-09-01T12:00:00Z
2013,9,1,824,829,-5,951,1029,-38,MQ,3478,N534MQ,LGA,DTW,74,502,8,29,2013-09-01T12:00:00Z
2013,9,1,824,829,-5,1116,1136,-20,UA,1668,N77865,EWR,SFO,328,2565,8,29,2013-09-01T12:00:00Z
2013,9,1,825,829,-4,1000,1027,-27,DL,1157,N321NB,EWR,MSP,138,1008,8,29,2013-09-01T12:00:00Z
2013,9,1,825,825,0,1109,1148,-39,UA,397,N508UA,JFK,SFO,325,2586,8,25,2013-09-01T12:00:00Z
2013,9,1,827,759,28,934,934,0,AA,309,N573AA,LGA,ORD,105,733,7,59,2013-09-01T11:00:00Z
2013,9,1,827,730,57,1215,1129,46,B6,1289,N559JB,EWR,SJU,204,1608,7,30,2013-09-01T11:00:00Z
2013,9,1,829,830,-1,1109,1130,-21,UA,443,N595UA,JFK,LAX,316,2475,8,30,2013-09-01T12:00:00Z
2013,9,1,830,840,-10,937,1005,-28,EV,5813,N18557,EWR,RIC,47,277,8,40,2013-09-01T12:00:00Z
2013,9,1,832,834,-2,1027,1032,-5,B6,219,N183JB,JFK,CLT,82,541,8,34,2013-09-01T12:00:00Z
2013,9,1,833,840,-7,1030,1040,-10,EV,6067,N12157,EWR,SBN,91,637,8,40,2013-09-01T12:00:00Z
2013,9,1,836,830,6,1058,1109,-11,B6,227,N339JB,EWR,MCO,122,937,8,30,2013-09-01T12:00:00Z
2013,9,1,842,846,-4,1111,1140,-29,UA,1626,N25705,EWR,SAN,315,2425,8,46,2013-09-01T12:00:00Z
2013,9,1,845,850,-5,946,1014,-28,9E,3492,N924XJ,JFK,DCA,38,213,8,50,2013-09-01T12:00:00Z
2013,9,1,845,850,-5,1219,1247,-28,DL,301,N3763D,JFK,SJU,195,1598,8,50,2013-09-01T12:00:00Z
2013,9,1,845,847,-2,1118,1151,-33,UA,1735,N76522,EWR,LAX,317,2454,8,47,2013-09-01T12:00:00Z
2013,9,1,846,850,-4,1016,1031,-15,EV,4701,N14158,EWR,CLE,71,404,8,50,2013-09-01T12:00:00Z
2013,9,1,847,855,-8,1002,1024,-22,UA,1030,N77430,EWR,ORD,107,719,8,55,2013-09-01T12:00:00Z
2013,9,1,847,847,0,1102,1105,-3,UA,1162,N14106,EWR,DEN,225,1605,8,47,2013-09-01T12:00:00Z
2013,9,1,848,855,-7,1110,1156,-46,UA,255,N498UA,LGA,IAH,183,1416,8,55,2013-09-01T12:00:00Z
2013,9,1,849,729,80,1012,911,61,EV,4548,N17984,EWR,RDU,61,416,7,29,2013-09-01T11:00:00Z
2013,9,1,850,859,-9,1109,1145,-36,UA,1410,N17245,EWR,IAH,184,1400,8,59,2013-09-01T12:00:00Z
2013,9,1,851,859,-8,1046,1108,-22,EV,4087,N17108,EWR,IND,93,645,8,59,2013-09-01T12:00:00Z
2013,9,1,852,859,-7,1102,1132,-30,DL,1747,N914DL,LGA,ATL,105,762,8,59,2013-09-01T12:00:00Z
2013,9,1,852,900,-8,1119,1154,-35,DL,1885,N924DL,LGA,MCO,124,950,9,0,2013-09-01T13:00:00Z
2013,9,1,853,859,-6,1109,1128,-19,EV,4140,N11544,EWR,ATL,107,746,8,59,2013-09-01T12:00:00Z
2013,9,1,853,900,-7,1053,1119,-26,DL,485,N320NB,EWR,ATL,100,746,9,0,2013-09-01T13:00:00Z
2013,9,1,854,830,24,1020,1010,10,9E,3521,N934XJ,JFK,ORD,108,740,8,30,2013-09-01T12:00:00Z
2013,9,1,855,901,-6,1122,1143,-21,B6,189,N662JB,JFK,SAN,303,2446,9,1,2013-09-01T13:00:00Z
2013,9,1,858,835,23,1117,1120,-3,B6,1783,N565JB,JFK,MCO,121,944,8,35,2013-09-01T12:00:00Z
2013,9,1,858,900,-2,1147,1156,-9,DL,120,N718TW,JFK,LAX,297,2475,9,0,2013-09-01T13:00:00Z
2013,9,1,900,901,-1,1149,1204,-15,B6,63,N595JB,JFK,SEA,323,2422,9,1,2013-09-01T13:00:00Z
2013,9,1,900,900,0,1140,1206,-26,B6,5,N585JB,EWR,FLL,138,1065,9,0,2013-09-01T13:00:00Z
2013,9,1,901,850,11,1048,1100,-12,EV,4638,N26549,EWR,CVG,92,569,8,50,2013-09-01T12:00:00Z
2013,9,1,901,905,-4,1038,1111,-33,DL,181,N974DL,LGA,DTW,76,502,9,5,2013-09-01T13:00:00Z
2013,9,1,903,910,-7,1140,1220,-40,AA,1,N332AA,JFK,LAX,311,2475,9,10,2013-09-01T13:00:00Z
2013,9,1,903,910,-7,1011,1055,-44,AA,313,N567AA,LGA,ORD,109,733,9,10,2013-09-01T13:00:00Z
2013,9,1,905,853,12,1158,1212,-14,B6,15,N505JB,JFK,SFO,328,2586,8,53,2013-09-01T12:00:00Z
2013,9,1,905,845,20,1116,1110,6,MQ,3419,N532MQ,LGA,ATL,107,762,8,45,2013-09-01T12:00:00Z
2013,9,1,910,915,-5,1156,1224,-28,DL,2379,N929DL,LGA,FLL,146,1076,9,15,2013-09-01T13:00:00Z
2013,9,1,910,918,-8,1308,1240,28,UA,1480,N47414,EWR,SFO,341,2565,9,18,2013-09-01T13:00:00Z
2013,9,1,911,915,-4,1206,1230,-24,AA,647,N5FRAA,JFK,MIA,147,1089,9,15,2013-09-01T13:00:00Z
2013,9,1,911,915,-4,1016,1031,-15,DL,873,N342NB,JFK,BOS,40,187,9,15,2013-09-01T13:00:00Z
2013,9,1,913,920,-7,1153,1220,-27,VX,407,N625VA,JFK,LAX,315,2475,9,20,2013-09-01T13:00:00Z
2013,9,1,915,930,-15,1145,1218,-33,B6,199,N561JB,LGA,MCO,118,950,9,30,2013-09-01T13:00:00Z
2013,9,1,920,915,5,1214,1221,-7,UA,1581,N73270,EWR,SEA,332,2402,9,15,2013-09-01T13:00:00Z
2013,9,1,923,910,13,1143,1215,-32,AA,713,N3EUAA,LGA,DFW,185,1389,9,10,2013-09-01T13:00:00Z
2013,9,1,923,930,-7,1028,1048,-20,B6,586,N296JB,JFK,ROC,47,264,9,30,2013-09-01T13:00:00Z
2013,9,1,923,929,-6,1156,1220,-24,UA,746,N807UA,EWR,TPA,135,997,9,29,2013-09-01T13:00:00Z
2013,9,1,924,933,-9,1204,1235,-31,B6,271,N630JB,LGA,FLL,140,1076,9,33,2013-09-01T13:00:00Z
2013,9,1,926,929,-3,1157,1214,-17,B6,795,N520JB,JFK,AUS,196,1521,9,29,2013-09-01T13:00:00Z
2013,9,1,926,930,-4,1030,1103,-33,UA,1400,N18223,LGA,ORD,110,733,9,30,2013-09-01T13:00:00Z
2013,9,1,927,930,-3,1024,1039,-15,B6,116,N258JB,JFK,SYR,43,209,9,30,2013-09-01T13:00:00Z
2013,9,1,927,935,-8,1158,1240,-42,WN,4381,N409WN,EWR,AUS,193,1504,9,35,2013-09-01T13:00:00Z
2013,9,1,930,935,-5,1202,1221,-19,B6,223,N807JB,JFK,LAX,312,2475,9,35,2013-09-01T13:00:00Z
2013,9,1,935,940,-5,1125,1137,-12,EV,3852,N16981,EWR,DTW,83,488,9,40,2013-09-01T13:00:00Z
2013,9,1,936,940,-4,1044,1110,-26,WN,479,N7739A,LGA,MDW,110,725,9,40,2013-09-01T13:00:00Z
2013,9,1,939,950,-11,1215,1310,-55,AA,1813,N3DRAA,LGA,MIA,141,1096,9,50,2013-09-01T13:00:00Z
2013,9,1,945,950,-5,1206,1220,-14,VX,251,N361VA,JFK,LAS,296,2248,9,50,2013-09-01T13:00:00Z
2013,9,1,947,922,25,1140,1136,4,EV,4495,N12126,EWR,SAV,98,708,9,22,2013-09-01T13:00:00Z
2013,9,1,947,945,2,1244,1308,-24,UA,642,N510UA,JFK,SFO,329,2586,9,45,2013-09-01T13:00:00Z
2013,9,1,948,1000,-12,1248,1310,-22,UA,205,N593UA,EWR,SFO,324,2565,10,0,2013-09-01T14:00:00Z
2013,9,1,951,929,22,1217,1225,-8,UA,497,N471UA,EWR,PBI,133,1023,9,29,2013-09-01T13:00:00Z
2013,9,1,952,1001,-9,1051,1132,-41,EV,5736,N834AS,LGA,IAD,42,229,10,1,2013-09-01T14:00:00Z
2013,9,1,952,957,-5,1129,1202,-33,US,2054,N110UW,LGA,CLT,77,544,9,57,2013-09-01T13:00:00Z
2013,9,1,953,1000,-7,1423,1445,-22,HA,51,N390HA,JFK,HNL,607,4983,10,0,2013-09-01T14:00:00Z
2013,9,1,953,1000,-7,1227,1254,-27,UA,297,N569UA,EWR,LAX,314,2454,10,0,2013-09-01T14:00:00Z
2013,9,1,954,1000,-6,1200,1230,-30,DL,1847,N3731T,LGA,ATL,104,762,10,0,2013-09-01T14:00:00Z
2013,9,1,954,1000,-6,1054,1128,-34,UA,667,N565UA,EWR,ORD,107,719,10,0,2013-09-01T14:00:00Z
2013,9,1,955,959,-4,1218,1225,-7,B6,411,N661JB,JFK,LAS,297,2248,9,59,2013-09-01T13:00:00Z
2013,9,1,956,959,-3,1223,1237,-14,B6,483,N766JB,JFK,MCO,125,944,9,59,2013-09-01T13:00:00Z
2013,9,1,956,1002,-6,1134,1209,-35,DL,2319,N348NW,LGA,MSP,138,1020,10,2,2013-09-01T14:00:00Z
2013,9,1,957,1000,-3,1256,1316,-20,DL,1765,N713TW,JFK,SFO,335,2586,10,0,2013-09-01T14:00:00Z
2013,9,1,1001,755,126,1142,910,152,MQ,3370,N720MQ,JFK,DCA,52,213,7,55,2013-09-01T11:00:00Z
2013,9,1,1004,1010,-6,1101,1135,-34,MQ,3670,N506MQ,LGA,BNA,101,764,10,10,2013-09-01T14:00:00Z
2013,9,1,1005,940,25,1139,1120,19,AA,317,N455AA,LGA,ORD,110,733,9,40,2013-09-01T13:00:00Z
2013,9,1,1006,1010,-4,1113,1126,-13,EV,5711,N829AS,JFK,IAD,43,228,10,10,2013-09-01T14:00:00Z
2013,9,1,1014,1017,-3,1120,1124,-4,B6,518,N346JB,JFK,BOS,50,187,10,17,2013-09-01T14:00:00Z
2013,9,1,1014,1020,-6,1155,1207,-12,US,565,N661AW,EWR,CLT,76,529,10,20,2013-09-01T14:00:00Z
2013,9,1,1016,1025,-9,1202,1222,-20,US,604,N642AW,EWR,PHX,268,2133,10,25,2013-09-01T14:00:00Z
2013,9,1,1017,1025,-8,1114,1140,-26,MQ,3611,N528MQ,EWR,ORD,102,719,10,25,2013-09-01T14:00:00Z
2013,9,1,1019,929,50,1250,1234,16,UA,461,N402UA,EWR,FLL,134,1065,9,29,2013-09-01T13:00:00Z
2013,9,1,1019,1025,-6,1241,1326,-45,UA,1090,N39728,LGA,IAH,187,1416,10,25,2013-09-01T14:00:00Z
2013,9,1,1020,1030,-10,1320,1350,-30,VX,23,N628VA,JFK,SFO,341,2586,10,30,2013-09-01T14:00:00Z
2013,9,1,1021,1025,-4,1250,1308,-18,B6,925,N554JB,JFK,TPA,134,1005,10,25,2013-09-01T14:00:00Z
2013,9,1,1024,1030,-6,1321,1340,-19,VX,187,N526VA,EWR,SFO,339,2565,10,30,2013-09-01T14:00:00Z
2013,9,1,1025,1029,-4,1304,1320,-16,B6,1,N645JB,JFK,FLL,141,1069,10,29,2013-09-01T14:00:00Z
2013,9,1,1025,1029,-4,1128,1141,-13,UA,1481,N27724,EWR,BOS,47,200,10,29,2013-09-01T14:00:00Z
2013,9,1,1026,1030,-4,1226,1239,-13,DL,2343,N301NB,EWR,ATL,104,746,10,30,2013-09-01T14:00:00Z
2013,9,1,1026,1029,-3,1221,1239,-18,US,625,N524UW,JFK,PHX,271,2153,10,29,2013-09-01T14:00:00Z
2013,9,1,1028,950,38,1231,1201,30,EV,4714,N12957,EWR,CLT,77,529,9,50,2013-09-01T13:00:00Z
2013,9,1,1028,1030,-2,1308,1325,-17,AA,19,N320AA,JFK,LAX,314,2475,10,30,2013-09-01T14:00:00Z
2013,9,1,1028,1029,-1,1131,1214,-43,AA,323,N594AA,LGA,ORD,107,733,10,29,2013-09-01T14:00:00Z
2013,9,1,1028,1030,-2,1334,1335,-1,AA,179,N329AA,JFK,SFO,336,2586,10,30,2013-09-01T14:00:00Z
2013,9,1,1031,1010,21,1223,1219,4,EV,4237,N11176,EWR,OMA,158,1134,10,10,2013-09-01T14:00:00Z
2013,9,1,1032,1035,-3,1148,1154,-6,B6,2602,N229JB,JFK,BUF,55,301,10,35,2013-09-01T14:00:00Z
2013,9,1,1034,1035,-1,1320,1349,-29,DL,874,N312US,LGA,MIA,145,1096,10,35,2013-09-01T14:00:00Z
2013,9,1,1034,929,65,1214,1129,45,MQ,3565,N500MQ,LGA,CLT,84,544,9,29,2013-09-01T13:00:00Z
2013,9,1,1036,1015,21,1141,1129,12,EV,4692,N12552,EWR,IAD,41,212,10,15,2013-09-01T14:00:00Z
2013,9,1,1039,1040,-1,1217,1232,-15,DL,1269,N360NB,LGA,MEM,140,963,10,40,2013-09-01T14:00:00Z
2013,9,1,1040,1038,2,1237,1255,-18,DL,914,N365NW,LGA,DEN,216,1620,10,38,2013-09-01T14:00:00Z
2013,9,1,1041,1044,-3,1218,1227,-9,EV,4628,N16987,EWR,STL,128,872,10,44,2013-09-01T14:00:00Z
2013,9,1,1044,1050,-6,1257,1244,13,9E,3902,N8554A,LGA,GSO,73,461,10,50,2013-09-01T14:00:00Z
2013,9,1,1044,1029,15,1309,1310,-1,B6,53,N593JB,JFK,PBI,130,1028,10,29,2013-09-01T14:00:00Z
2013,9,1,1044,1055,-11,1342,1358,-16,B6,971,N625JB,LGA,FLL,140,1076,10,55,2013-09-01T14:00:00Z
2013,9,1,1045,1030,15,1250,1252,-2,UA,343,N558UA,LGA,DEN,211,1620,10,30,2013-09-01T14:00:00Z
2013,9,1,1047,1050,-3,1332,1351,-19,DL,1875,N310NW,LGA,TPA,137,1010,10,50,2013-09-01T14:00:00Z
2013,9,1,1047,1045,2,1248,1313,-25,UA,1409,N14250,EWR,LAS,281,2227,10,45,2013-09-01T14:00:00Z
